Mod:Item:MetaData, Localized Name
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Magical Wooden Axe Head
tconstruct:axe_head:0, Evil Infused Axe Head
tconstruct:axe_head:0, Enchanted Axe Head
tconstruct:axe_head:0, Demonic Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Plastic Axe Head
tconstruct:axe_head:0, Pink Slime Axe Head
tconstruct:axe_head:0, Reinforced Pink Slime Axe Head
tconstruct:broad_axe_head:0, Electrical Broad Axe Head
tconstruct:broad_axe_head:0, Energetic Broad Axe Head
tconstruct:broad_axe_head:0, Vibrant Broad Axe Head
tconstruct:broad_axe_head:0, Red Broad Axe Head
tconstruct:broad_axe_head:0, Conductive Broad Axe Head
tconstruct:broad_axe_head:0, Pulsating Broad Axe Head
tconstruct:broad_axe_head:0, Dark Broad Axe Head
tconstruct:broad_axe_head:0, Souled Broad Axe Head
tconstruct:broad_axe_head:0, Broad Axe Head of the End
tconstruct:broad_axe_head:0, Fake-Iron Broad Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Plastic Broad Axe Head
tconstruct:broad_axe_head:0, Pink Slime Broad Axe Head
tconstruct:broad_axe_head:0, Reinforced Pink Slime Broad Axe Head
tconstruct:sword_blade:0, Electrical Sword Blade
tconstruct:sword_blade:0, Energetic Sword Blade
tconstruct:sword_blade:0, Vibrant Sword Blade
tconstruct:sword_blade:0, Red Sword Blade
tconstruct:sword_blade:0, Conductive Sword Blade
tconstruct:sword_blade:0, Pulsating Sword Blade
tconstruct:sword_blade:0, Dark Sword Blade
tconstruct:sword_blade:0, Souled Sword Blade
tconstruct:sword_blade:0, Sword Blade of the End
tconstruct:sword_blade:0, Fake-Iron Sword Blade
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Magical Wooden Sword Blade
tconstruct:sword_blade:0, Evil Infused Sword Blade
tconstruct:sword_blade:0, Enchanted Sword Blade
tconstruct:sword_blade:0, Demonic Sword Blade
tconstruct:sword_blade:0, Treated Wood Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:sword_blade:0, Plastic Sword Blade
tconstruct:sword_blade:0, Pink Slime Sword Blade
tconstruct:sword_blade:0, Reinforced Pink Slime Sword Blade
tconstruct:large_sword_blade:0, Electrical Large Sword Blade
tconstruct:large_sword_blade:0, Energetic Large Sword Blade
tconstruct:large_sword_blade:0, Vibrant Large Sword Blade
tconstruct:large_sword_blade:0, Red Large Sword Blade
tconstruct:large_sword_blade:0, Conductive Large Sword Blade
tconstruct:large_sword_blade:0, Pulsating Large Sword Blade
tconstruct:large_sword_blade:0, Dark Large Sword Blade
tconstruct:large_sword_blade:0, Souled Large Sword Blade
tconstruct:large_sword_blade:0, Large Sword Blade of the End
tconstruct:large_sword_blade:0, Fake-Iron Large Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Magical Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Evil Infused Large Sword Blade
tconstruct:large_sword_blade:0, Enchanted Large Sword Blade
tconstruct:large_sword_blade:0, Demonic Large Sword Blade
tconstruct:large_sword_blade:0, Treated Wood Large Sword Blade
tconstruct:large_sword_blade:0, Constantan Large Sword Blade
tconstruct:large_sword_blade:0, Plastic Large Sword Blade
tconstruct:large_sword_blade:0, Pink Slime Large Sword Blade
tconstruct:large_sword_blade:0, Reinforced Pink Slime Large Sword Blade
tconstruct:hammer_head:0, Electrical Hammer Head
tconstruct:hammer_head:0, Energetic Hammer Head
tconstruct:hammer_head:0, Vibrant Hammer Head
tconstruct:hammer_head:0, Red Hammer Head
tconstruct:hammer_head:0, Conductive Hammer Head
tconstruct:hammer_head:0, Pulsating Hammer Head
tconstruct:hammer_head:0, Dark Hammer Head
tconstruct:hammer_head:0, Souled Hammer Head
tconstruct:hammer_head:0, Hammer Head of the End
tconstruct:hammer_head:0, Fake-Iron Hammer Head
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:hammer_head:0, Treated Wood Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:hammer_head:0, Plastic Hammer Head
tconstruct:hammer_head:0, Pink Slime Hammer Head
tconstruct:hammer_head:0, Reinforced Pink Slime Hammer Head
tconstruct:excavator_head:0, Electrical Excavator Head
tconstruct:excavator_head:0, Energetic Excavator Head
tconstruct:excavator_head:0, Vibrant Excavator Head
tconstruct:excavator_head:0, Red Excavator Head
tconstruct:excavator_head:0, Conductive Excavator Head
tconstruct:excavator_head:0, Pulsating Excavator Head
tconstruct:excavator_head:0, Dark Excavator Head
tconstruct:excavator_head:0, Souled Excavator Head
tconstruct:excavator_head:0, Excavator Head of the End
tconstruct:excavator_head:0, Fake-Iron Excavator Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Magical Wooden Excavator Head
tconstruct:excavator_head:0, Evil Infused Excavator Head
tconstruct:excavator_head:0, Enchanted Excavator Head
tconstruct:excavator_head:0, Demonic Excavator Head
tconstruct:excavator_head:0, Treated Wood Excavator Head
tconstruct:excavator_head:0, Constantan Excavator Head
tconstruct:excavator_head:0, Plastic Excavator Head
tconstruct:excavator_head:0, Pink Slime Excavator Head
tconstruct:excavator_head:0, Reinforced Pink Slime Excavator Head
tconstruct:kama_head:0, Electrical Kama Head
tconstruct:kama_head:0, Energetic Kama Head
tconstruct:kama_head:0, Vibrant Kama Head
tconstruct:kama_head:0, Red Kama Head
tconstruct:kama_head:0, Conductive Kama Head
tconstruct:kama_head:0, Pulsating Kama Head
tconstruct:kama_head:0, Dark Kama Head
tconstruct:kama_head:0, Souled Kama Head
tconstruct:kama_head:0, Kama Head of the End
tconstruct:kama_head:0, Fake-Iron Kama Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Paper Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Magical Wooden Kama Head
tconstruct:kama_head:0, Evil Infused Kama Head
tconstruct:kama_head:0, Enchanted Kama Head
tconstruct:kama_head:0, Demonic Kama Head
tconstruct:kama_head:0, Treated Wood Kama Head
tconstruct:kama_head:0, Constantan Kama Head
tconstruct:kama_head:0, Plastic Kama Head
tconstruct:kama_head:0, Pink Slime Kama Head
tconstruct:kama_head:0, Reinforced Pink Slime Kama Head
tconstruct:scythe_head:0, Electrical Scythe Head
tconstruct:scythe_head:0, Energetic Scythe Head
tconstruct:scythe_head:0, Vibrant Scythe Head
tconstruct:scythe_head:0, Red Scythe Head
tconstruct:scythe_head:0, Conductive Scythe Head
tconstruct:scythe_head:0, Pulsating Scythe Head
tconstruct:scythe_head:0, Dark Scythe Head
tconstruct:scythe_head:0, Souled Scythe Head
tconstruct:scythe_head:0, Scythe Head of the End
tconstruct:scythe_head:0, Fake-Iron Scythe Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Paper Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
tconstruct:scythe_head:0, Lead Scythe Head
tconstruct:scythe_head:0, Silver Scythe Head
tconstruct:scythe_head:0, Electrum Scythe Head
tconstruct:scythe_head:0, Steel Scythe Head
tconstruct:scythe_head:0, Magical Wooden Scythe Head
tconstruct:scythe_head:0, Evil Infused Scythe Head
tconstruct:scythe_head:0, Enchanted Scythe Head
tconstruct:scythe_head:0, Demonic Scythe Head
tconstruct:scythe_head:0, Treated Wood Scythe Head
tconstruct:scythe_head:0, Constantan Scythe Head
tconstruct:scythe_head:0, Plastic Scythe Head
tconstruct:scythe_head:0, Pink Slime Scythe Head
tconstruct:scythe_head:0, Reinforced Pink Slime Scythe Head
tconstruct:pan_head:0, Electrical Pan
tconstruct:pan_head:0, Energetic Pan
tconstruct:pan_head:0, Vibrant Pan
tconstruct:pan_head:0, Red Pan
tconstruct:pan_head:0, Conductive Pan
tconstruct:pan_head:0, Pulsating Pan
tconstruct:pan_head:0, Dark Pan
tconstruct:pan_head:0, Souled Pan
tconstruct:pan_head:0, Pan of the End
tconstruct:pan_head:0, Fake-Iron Pan
tconstruct:pan_head:0, Wooden Pan
tconstruct:pan_head:0, Stone Pan
tconstruct:pan_head:0, Flint Pan
tconstruct:pan_head:0, Cactus Pan
tconstruct:pan_head:0, Bone Pan
tconstruct:pan_head:0, Obsidian Pan
tconstruct:pan_head:0, Prismarine Pan
tconstruct:pan_head:0, End Pan
tconstruct:pan_head:0, Paper Pan
tconstruct:pan_head:0, Sponge Pan
tconstruct:pan_head:0, Firewood Pan
tconstruct:pan_head:0, Iron Pan
tconstruct:pan_head:0, Pig Iron Pan
tconstruct:pan_head:0, Knightslime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Magma Slime Pan
tconstruct:pan_head:0, Netherrack Pan
tconstruct:pan_head:0, Cobalt Pan
tconstruct:pan_head:0, Ardite Pan
tconstruct:pan_head:0, Manyullyn Pan
tconstruct:pan_head:0, Copper Pan
tconstruct:pan_head:0, Bronze Pan
tconstruct:pan_head:0, Lead Pan
tconstruct:pan_head:0, Silver Pan
tconstruct:pan_head:0, Electrum Pan
tconstruct:pan_head:0, Steel Pan
tconstruct:pan_head:0, Magical Wooden Pan
tconstruct:pan_head:0, Evil Infused Pan
tconstruct:pan_head:0, Enchanted Pan
tconstruct:pan_head:0, Demonic Pan
tconstruct:pan_head:0, Treated Wood Pan
tconstruct:pan_head:0, Constantan Pan
